UK37,Temp
-0.65,5.8
-0.67,5.7
-0.65,5.3
-0.67,4.5
-0.69,4.6
-0.68,4.7
-0.71,3.9
-0.68,4.4
-0.7,3.9
-0.7,4.3
-0.69,4.3
-0.7,3.9
-0.72,4.2
-0.71,4.5
-0.69,4.4
